title,price,description,images,sku,stock,categories
HW Honor View 10 On Off + Volume Button,3.60,Description Product Specifications and Features: -HW Honor View 10 On Off + Volume Button,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HW-HONOR-VIEW-10-OF-BUT.jpg,SKU-KL4Z36,45,parts/board/ic
LDNIO A1307Q 18W Quick Charge Charger,16.32,Description LDNIO A1307Q 18W Quick Charge Charger Single USB Charging Port 18W Fast Charge Support QC3.0 Fast Charge,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/A1307Q-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/A1307Q-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/A1307Q-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/A1307Q-4.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/A1307Q-5.jpg,SKU-CWC3D6,70,flex/port
LDNIO HP08 In-Ear Earphone with Controller,11.28,Description LDNIO HP08 In-Ear Earphone with Controller,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HP08-2.jpg,SKU-BU3MMV,87,uncategorized
LDNIO HP09 In-Ear Earphone with Controller,11.40,Description LDNIO HP09 In-Ear Earphone with Controller,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HP09-4.jpg,SKU-CZ8QXD,61,uncategorized
LDNIO LS841 1 Meter PVC 25W Fast Charging Data Cable,1.68,Description LDNIO LS841 1 Meter PVC 25W Fast Charging Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-1-scaled.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-4.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-5.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/LS841-6.jpg,SKU-OJNSPV,99,accessories
MCDODO CA-3310 1.2 Meter 240W 5A Fast Charge Type-C to Type-C Data Cable,13.08,Description MCDODO CA-3310 1.2 Meter 240W 5A Fast Charge Type-C to Type-C Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3310-6.jpeg,SKU-CZQL7O,68,accessories
MCDODO CA-3340 1.2 Meter 100W 90° Type-C Super Charge Data Cable,12.84,Description MCDODO CA-3340 1.2 Meter 100W 90° Type-C Super Charge Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-7.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3340-8.jpeg,SKU-3Q4JHN,65,accessories
MCDODO CA-3350 1.2 Meter 36W 90° Type-C to Phone Data Cable,14.40,Description MCDODO CA-3350 1.2 Meter 36W 90° Type-C to Phone Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3350-7.jpeg,SKU-HK0GT2,84,accessories
MCDODO CA-3360 1.2 Meter 65W 90° Type-C to Type-C Data Cable,10.56,Description MCDODO CA-3360 1.2 Meter 65W 90° Type-C to Type-C Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3360-7.jpeg,SKU-ZIQYQJ,22,accessories
MCDODO CA-3460 1.2 Meter 100W Auto Power Off Type-C to Type-C Data Cable,21.96,Description MCDODO CA-3460 1.2 Meter 100W Auto Power Off Type-C to Type-C Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-7.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-3460-8.jpeg,SKU-9YVHZG,76,accessories
MECHANIC FVX009 Superfine Silver Jump Wire (Diameter 0.009MM) Length 200M,26.40,Description MECHANIC FVX009 Superfine Silver Jump Wire (Diameter 0.009MM) Length 200M,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2523-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2523-1.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2523-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2523-2.png,SKU-GUVY8C,36,parts/board/ic
OSS TEAM W125 Magic Magnet,14.40,Description OSS TEAM W125 Magic Magnet,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2530-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2530-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2530-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2530-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2530-6.jpeg,SKU-H4ML98,90,parts/board/ic
SM A20S VER M15 Ribbon UI For Charging,8.40,Description Product Specifications and Features: -SM A20S VER M15 Ribbon UI For Charging -(86119_3_11),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-A20S-VER-M15-RB-UI.jpg,SKU-IS9ZRC,85,parts/board/ic
57 Type-C Plug In (1SET 5PCS) For SAM A53 (5G) A536,14.40,Description Product Specifications and Features: -57 Type-C Plug In (1SET 5PCS) For SAM A53 (5G) A536,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-A53-5G-PLUG-IN.jpg,SKU-LC7RIO,40,parts/board/ic
SM Note 20 Ultra Ribbon Flex RF Signal Cable,10.80,Description Product Specifications and Features: -SM Note 20 Ultra Ribbon Flex RF Signal Cable -(SM-N986B FRC V0.6B),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-NOTE-20-ULTRA-RB-RF-SIGNAL.jpg,SKU-XVE88N,80,flex/port
Sterile Surgical Blades NO.11″ (100PCS 1BOX),42.00,Description STERILE SURGICAL BLADES NO.11″ (100PCS 1BOX),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2524.png,SKU-CQ1QFK,84,parts/board/ic
UG UG78 Solder Paste Flux (10CC),16.80,Description UG UG78 Solder Paste Flux (10CC),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2525-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2525-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2525-4.jpg,SKU-38ETDD,11,uncategorized
Charging IC 3Q/3D 42Pin,7.20,Description Product Specifications and Features: -Charging IC 3Q/3D 42Pin,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CHARGING-IC-3Q-3D-开头-42PIN.jpg,SKU-QKINNY,69,parts/board/ic
HW Honor X7 (ORI) Charging Board + Handfree,26.40,Description Product Specifications and Features: -HW Honor X7 (ORI) Charging Board + Handfree -(HN1CBAESU),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HW-HONOR-X7-ORI-CC-BOARD.jpg,SKU-YKC66U,98,parts/board/ic
"HW Honor X9 ( 4G,5G) Buzzer Full Set",6.00,"Description Product Specifications and Features: -HW Honor X9 ( 4G,5G) Buzzer Full Set",https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HW-HONOR-X9-BUZ-FS.jpg,SKU-DVKW9C,80,speaker
Oneplus 8 Pro Front Glass + OCA,18.00,Description Product Specifications and Features: -Oneplus 8 Pro Front Glass + OCA,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/ONEPLUS-8-PRO-TS-LENS.jpg,SKU-P01A2R,29,parts/board/ic
PXD Pro 9.7 On Board LCD Connector (42Pin),3.60,Description Product Specifications and Features: -PXD Pro 9.7 On Board LCD Connector (42Pin),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/IPAD-PRO-9.7-LCD-CON.jpg,SKU-L4KC04,54,lcd
Phone 14 Seires 338S00839-B0 Charging IC,19.20,Description Product Specifications and Features: -Phone 14 Seires 338S00839-B0 Charging IC,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CHARGING-IC-338S00839-B0-IP-14-SERIES.jpg,SKU-FB54JU,91,parts/board/ic
Realme 7i On Off + Volume Button,3.60,Description Product Specifications and Features: -Realme 7i On Off + Volume Button,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/REALME-7I-OF-BUT.jpg,SKU-KRJRWY,98,parts/board/ic
Realme C53 RMX3760/C51/Note 50/Narzo N53 LCD ORI Full Set,30.00,Description Product Specifications and Features: -Realme C53 RMX3760/C51/Note 50/Narzo N53 LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/REALME-C53-LCD-ORI-FS-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/REALME-C53-LCD-ORI-FS.jpg,SKU-ART4JS,37,lcd
RF Signal Flex Cable 13.5CM,2.40,Description Product Specifications and Features: -RF Signal Flex Cable 13.5CM,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/RF-SIGNAL-13.5CM.jpg,SKU-RPR4EC,99,flex/port
RF Signal Flex Cable 14.5CM,2.40,Description Product Specifications and Features: -RF Signal Flex Cable 14.5CM,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/RF-SIGNAL-14.5CM.jpg,SKU-KDS55U,96,flex/port
SM A14-4G A145/A34-5G A346/SM Note 10/Redmi 6/6A Battery Pin,3.60,Description Product Specifications and Features: -SM A14-4G A145/A34-5G A346/SM Note 10/Redmi 6/6A Battery Pin,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/BATP-SAM-A145-4G.jpg,SKU-399Q9F,23,battery
SM A14-4G A145 On Board Fingerprint Connector (10Pin),3.60,Description Product Specifications and Features: -SM A14-4G A145 On Board Fingerprint Connector (10Pin),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-A145-4G-CON-FINGER.jpg,SKU-N3G3B5,87,parts/board/ic
"SM A14 (4G,5G) A145/A146B On Board LCD Connector (1SET 2PCS) [LEFT-20*20PIN,(40PIN-BIG)] [RIGHT-20*20PIN,(40PIN-SMALL)]",7.20,"Description Product Specifications and Features: -SM A14 (4G,5G) A145/A146B On Board LCD Connector (1SET 2PCS) [LEFT-20*20PIN,(40PIN-BIG)] [RIGHT-20*20PIN,(40PIN-SMALL)]",https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SM-A14-CON-LCD-SET.jpg,SKU-HKID2W,51,lcd
SM A7 A700 Ribbon Volume + Buzzer,4.80,Description Product Specifications and Features: -SM A7 A700 Ribbon Volume + Buzzer,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-A7-A700-RB-VOL.jpg,SKU-PGR1T6,15,speaker
SM J6 Plus Camera Lens,2.40,Description Product Specifications and Features: -SM J6 Plus Camera Lens,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-J6-PLUS-CAM-LENS.jpg,SKU-GIWTA0,27,camera
SM M53-5G M536 LCD ORI Full Set,330.00,Description Product Specifications and Features: -SM M53-5G M536 LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-M5305G-M536-LCD-ORI-FSFRM.jpg,SKU-QFBG35,47,lcd
SM M62-4G M625/F62 LCD ORI Full Set No Frame,354.00,Description Product Specifications and Features: -SM M62-4G M625/F62 LCD ORI Full Set No Frame -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-M62-LCD-ORI-FS-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-M62-LCD-ORI-FS.jpg,SKU-WN3UOA,89,lcd
Vivo V17/V19 Buzzer Full Set,6.00,Description Product Specifications and Features: -Vivo V17/V19 Buzzer Full Set,https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REDMI-4X-scaled-1-54x54.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/06/REDMI-4X-scaled-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-V17-BUZ-FS.jpg,SKU-7VUEQ1,43,speaker
"Vivo X80 (V2183A,V2144) LCD ORI Full Set",204.00,"Description Product Specifications and Features: -Vivo X80 (V2183A,V2144) LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1-96x96.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-100x100.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-1024x1024.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-150x150.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-300x300.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-350x350.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-600x600.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS-768x768.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-X80-LCD-ORI-FS.jpg,SKU-R05H79,31,lcd
Vivo Y16/Y02S Buzzer Full Set,6.00,Description Product Specifications and Features: -Vivo Y16/Y02S Buzzer Full Set,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VIVO-Y16-BUZ-FS.jpg,SKU-TCEHDK,76,speaker
Hong Hai Tong Advanced Repair Pad (500MM*350MM) Thickness: 4MM-Grey Colour,78.00,Description Hong Hai Tong Advanced Repair Pad (500MM*350MM) Thickness: 4MM-Grey Colour,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2522.png,SKU-ZPWQHO,96,parts/board/ic
HW Honor 50/Nova 8 SC8547 Charging IC,12.00,Description Product Specifications and Features: -HW Honor 50/Nova 8 SC8547 Charging IC,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CHARGING-IC-SC8547-HW-HONOR-50-NOVA-8.jpg,SKU-0VCPPK,34,parts/board/ic
MCDODO CA-2790 1.2 Meter 90° 3A Fast Charge Phone Data Cable,10.20,Description MCDODO CA-2790 1.2 Meter 90° 3A Fast Charge Phone Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-2790-7.jpeg,SKU-4VYV58,67,accessories
MCDODO CA-364 1.2 METER 3A Fast Charge PHONE Data Cable,7.20,Description MCDODO CA-364 1.2 METER 3A Fast Charge PHONE Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-5.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-364-7.jpeg,SKU-YOIL4O,36,accessories
MCDODO CA-365 1.2 Meter 100W 6A Type-C Super Charge Data Cable,9.96,Description MCDODO CA-365 1.2 Meter 100W 6A Type-C Super Charge Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-1.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-2.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-3.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-4.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-6.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-7.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CA-365-8.jpeg,SKU-S0Q9JF,58,accessories
MOXOM MX-CB108 3A TPE 2 Meter Data Cable,5.28,Description MOXOM MX-CB108 3A TPE 2 Meter Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB108-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB108-3.jpg,SKU-EKYZES,94,accessories
MOXOM MX-CB117 30W PD Type-C to Phone 1 Meter Data Cable,7.68,Description MOXOM MX-CB117 30W PD Type-C to Phone 1 Meter Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB117-1.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB117-3.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB117-4.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB117-5.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB117-6.png,SKU-5QNH3O,71,accessories
MOXOM MX-CB142 60W PD Type-C to Type-C 1 Meter Data Cable,5.28,Description MOXOM MX-CB142 60W PD Type-C to Type-C 1 Meter Data Cable,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB142-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB142-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB142-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB142-5.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/CB142-6.jpg,SKU-NGTBGJ,92,accessories
MOXOM MX-HC127 PD 20W Dual Ports Charger,17.76,Description MOXOM MX-HC127 PD 20W Dual Ports Charger,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-4.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-5.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-6.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/HC127-7.jpg,SKU-AOLNQV,71,uncategorized
MOXOM MX-PB80 10000mAh PD 20W SCP 22.5W Power Bank,54.12,Description MOXOM MX-PB80 10000mAh PD 20W SCP 22.5W Power Bank,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-4.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-5.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/PB80-6.jpg,SKU-B4GM3L,98,uncategorized
MOXOM MX-SK64 Transparent Wireless Speaker,27.36,Description MOXOM MX-SK64 Transparent Wireless Speaker,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SK64-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SK64-3.jpg,SKU-G36KA5,5,speaker
MOXOM MX-VS75 6 in 1 Multi Non-Slip Phone Mat,16.32,Description MOXOM MX-VS75 6 in 1 Multi Non-Slip Phone Mat,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VS75-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VS75-4.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/VS75-5.jpg,SKU-3UWPZ2,21,uncategorized
Nokia 5.1 Plus Speaker,2.40,Description Product Specifications and Features: -Nokia 5.1 Plus Speaker,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/NOKIA-5.1-PLUS-SPK.jpg,SKU-UFOAF3,17,speaker
Phone 12/12Pro/12Mini (X1) Rear Camera Blue Light Bead Lens蓝光珠,7.20,Description Product Specifications and Features: -Phone 12/12Pro/12Mini (X1) Rear Camera Blue Light Bead Lens蓝光珠,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/IP-12-X1-BLUE-LIGHT-BEADS.jpg,SKU-JIATY7,80,camera
Phone 13 LCD JK TFT Incell Full Set (Support Move IC),84.00,Description Product Specifications and Features: -Phone 13 LCD JK TFT Incell Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2025/06/13.jpg,SKU-P7BJAK,21,lcd
Realme C30/C30S Buzzer Full Set,7.20,Description Product Specifications and Features: -Realme C30/C30S Buzzer Full Set,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/REALME-C30-BUZ-FS.jpg,SKU-F1E2MI,66,speaker
Redmi Note 4X On Off + Volume Button,3.60,Description Product Specifications and Features: -Redmi Note 4X On Off + Volume Button,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/REDMI-NOTE-4X-OF-BUT.jpg,SKU-AXCO4W,18,parts/board/ic
SM A22-4G A225 Camera Lens + Frame,4.80,Description Product Specifications and Features: -SM A22-4G A225 Camera Lens + Frame,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-A225-CAM-LENS-FRM.jpg,SKU-ZMTYUA,33,camera
SM S22 Ultra Rear Camera (1Set 4PCS),150.00,Description Product Specifications and Features: -SM S22 Ultra Rear Camera (1Set 4PCS),https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SAM-S22-ULTRA-REAR-CAMERA.jpg,SKU-TNETPS,85,camera
Xiaomi Poco F5 Pro/Redmi K60/Redmi K60 Pro LCD AA Full Set,66.00,Description Product Specifications and Features: -Xiaomi Poco F5 Pro/Redmi K60/Redmi K60 Pro LCD AA Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/F5PRO.jpg,SKU-6HRPP5,40,lcd
AIXUN H310D Hot Air Gun Blower,810.00,"Description • 3.5inch IPS high definition display screen, built-in smart operation system • WiFi networking OTA upgrade, interconnecting through bluetooth • Dual combination of segment desoldering and curve desoldering • Silent brushless air blower, 1000W high power heating core • One key switch among three desoldering modes, newly added cold air mode and force working mode • Built-in all kinds of chips desoldering parameters, update data on Cloud in real time. Users can recall, add, revise and save data to build their own exclusive Cloud database.",https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2516-1.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2516-1.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2516-2.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2516-3.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2516-4.png,SKU-NT6I08,85,lcd
AMAOE BGA Stencils MT6781V,19.20,Description AMAOE BGA Stencils MT6781V,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2518.jpg,SKU-QQ6GCZ,20,uncategorized
AMAOE PD-A Glue Removal & Tin Planting Assisted Universal Platform Set,102.00,Description AMAOE PD-A Glue Removal & Tin Planting Assisted Universal Platform Set,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2521-1.png|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2521-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2521-3.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2521-4.jpg,SKU-P0GZ2L,85,uncategorized
Digitable DT-830LN Multimeter,26.40,Description Digitable DT-830LN Multimeter,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2519.jpg,SKU-F2CY5W,71,tools
Excel DT-9205A Digital Multimeter,28.80,Description Excel DT-9205A Digital Multimeter,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2520-1.jpg,SKU-0XTVV5,37,tools
Hong Hai Tong 7TH Gen Model : A (All in 1) Blade,90.00,Description Hong Hai Tong 7TH Gen Model : A (All in 1) Blade,https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2507-2.jpg|https://www.cmedistribution.com.my/wp-content/uploads/2023/07/SVC-2507-4.jpg,SKU-UXPRPO,19,uncategorized
